0,70.23026315789474%
1,89.30921052631578%
2,55.92105263157895%
3,73.68421052631578%
4,63.98026315789473%
5,69.73684210526316%
6,86.34868421052632%
7,89.63815789473684%
8,99.01315789473685%
9,59.70394736842105%
0,70.23026315789474%
1,77.46710526315789%
2,79.27631578947368%
3,78.45394736842105%
4,76.97368421052632%
5,78.45394736842107%
6,88.8157894736842%
7,95.06578947368422%
8,98.84868421052632%
9,98.84868421052632%
layer error KNN,87.82894736842105%
calculated error KNN,87.82894736842105%
