0,100.0%
1,100.0%
2,100.0%
3,100.0%
4,99.52153110047848%
5,99.04306220095694%
6,90.43062200956939%
7,87.08133971291865%
8,86.60287081339713%
9,69.377990430622%
0,100.0%
1,100.0%
2,100.0%
3,100.0%
4,100.0%
5,100.0%
6,100.0%
7,100.0%
8,100.0%
9,100.0%
layer error KNN,100.0%
calculated error KNN,100.0%
