0,70.12987012987013%
1,84.4155844155844%
2,93.07359307359306%
3,89.6103896103896%
4,87.44588744588744%
5,79.65367965367966%
6,79.65367965367966%
7,79.65367965367966%
8,60.17316017316018%
9,69.6969696969697%
0,70.12987012987013%
1,69.26406926406926%
2,70.995670995671%
3,72.2943722943723%
4,70.99567099567099%
5,77.05627705627705%
6,70.12987012987013%
7,76.62337662337661%
8,55.84415584415585%
9,55.41125541125541%
layer error KNN,55.41125541125541%
calculated error KNN,55.41125541125541%
