0,57.33082706766916%
1,66.54135338345864%
2,45.6766917293233%
3,46.05263157894736%
4,46.05263157894737%
5,42.4812030075188%
6,48.49624060150376%
7,39.661654135338345%
8,57.5187969924812%
9,61.2781954887218%
0,57.33082706766916%
1,58.64661654135338%
2,55.26315789473685%
3,57.330827067669176%
4,51.31578947368421%
5,50.37593984962406%
6,42.29323308270676%
7,40.41353383458646%
8,59.210526315789465%
9,59.398496240601496%
layer error KNN,64.66165413533834%
calculated error KNN,64.66165413533834%
