0,100.0%
1,99.28698752228163%
2,100.0%
3,100.0%
4,98.75222816399287%
5,98.75222816399287%
6,91.62210338680927%
7,94.29590017825312%
8,86.09625668449198%
9,86.27450980392157%
0,100.0%
1,100.0%
2,100.0%
3,100.0%
4,99.82174688057042%
5,99.82174688057042%
6,99.82174688057042%
7,99.82174688057042%
8,92.8698752228164%
9,85.20499108734403%
layer error KNN,99.82174688057042%
calculated error KNN,99.82174688057042%
